ticker,signal,confidence,buy_score,sell_score,current_price,price_change_1d,price_change_7d,price_change_30d,rsi,sma_20,sma_50,macd,macd_signal,relative_volume,week_52_position_pct,trailing_pe,forward_pe,peg_ratio,beta,target_mean,upside_pct,analyst_recommendation,factors,analyzed_at
IRMD,SELL,80,2,4,96.23,-0.32,-5.45,-6.9,40.59,99.1628,99.8074,-1.0919,-0.5876,1.08,80.69,54.988575,41.47845,,1.12,118.66667,23.32,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High P/E (55.0); Analyst strong_buy; High Upside Potential (23.3%),2026-04-05T23:06:04.205590
HTFL,BUY,80,4,1,24.83,1.35,-10.52,-1.08,67.3,24.188,25.5223,-0.0014,-0.1026,1.15,22.28,,-82.70601,,,37.66667,51.7,buy,RSI Elevated (67.3); MACD Bullish Crossover; Analyst buy; High Upside Potential (51.7%),2026-04-05T23:06:04.213164
CRUS,BUY,80,4,1,147.13,0.0,2.67,3.51,67.12,138.525,138.0774,2.4323,1.513,0.76,90.17,19.410292,15.960591,,1.082,146.33333,-0.54,buy,Uptrend (price > SMA20 > SMA50); RSI Elevated (67.1); MACD Above Signal; Reasonable P/E (19.4); Analyst buy,2026-04-05T23:06:04.220714
MPWR,WEAK_BUY,65,3,2,1118.49,-0.09,0.18,-6.92,59.16,1069.2458,1118.316,-4.4364,-10.5863,0.58,83.15,86.97434,43.276672,,1.478,1328.2858,18.76,strong_buy,MACD Bullish Crossover; High P/E (87.0); Analyst strong_buy,2026-04-05T23:06:04.228354
FLEX,WEAK_BUY,65,3,0,68.59,0.51,-2.04,4.43,57.08,64.4795,64.2912,0.8049,0.4904,0.64,92.29,30.757845,18.7855,,1.201,75.44444,9.99,strong_buy,Uptrend (price > SMA20 > SMA50); MACD Above Signal; Analyst strong_buy,2026-04-05T23:06:04.235983
CFR,BUY,80,4,1,138.57,-0.06,2.39,-4.06,68.59,134.037,138.1139,-0.156,-1.0312,0.8,78.63,13.968751,13.039355,,0.606,144.33333,4.16,hold,RSI Elevated (68.6); MACD Bullish Crossover; Low P/E (14.0),2026-04-05T23:06:04.243548
PLD,WEAK_BUY,65,3,0,133.77,0.33,2.62,-4.71,59.23,131.5857,133.757,-0.8524,-1.1713,0.97,82.63,37.575844,39.96045,,1.412,141.9,6.08,buy,MACD Bullish Crossover; Analyst buy,2026-04-05T23:06:04.251234
BIYA,WEAK_BUY,65,2,1,1.38,-2.82,-4.83,-42.26,40.85,1.507,2.2646,-0.2206,-0.2806,0.14,0.33,,,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover,2026-04-05T23:06:04.258713
BETA,BUY,80,4,1,15.43,2.25,0.46,-17.18,43.94,16.241,18.3462,-1.2718,-1.3714,0.98,7.67,,-6.5901866,,,35.25,128.45,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (128.5%),2026-04-05T23:06:04.266324
CCTG,WEAK_BUY,65,2,1,0.43,1.18,-3.37,-29.28,45.18,0.4492,0.5923,-0.0532,-0.0646,0.05,0.23,,,,-0.152,,,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover,2026-04-05T23:06:04.273879
AMZU,WEAK_BUY,65,2,1,27.2,-0.87,-2.47,-2.64,50.73,27.3464,29.3195,-0.7238,-0.859,0.6,23.13,33.4883,,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover,2026-04-05T23:06:04.281319
GOGO,WEAK_SELL,65,1,2,4.12,2.74,-7.42,-6.15,43.07,4.4285,4.4422,-0.1187,-0.0686,0.71,2.12,45.777775,5.1499996,,1.12,9.33333,126.54,none,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High Upside Potential (126.5%),2026-04-05T23:06:04.289040
CCEC,STRONG_BUY,95,7,2,18.75,-1.06,-6.62,-18.8,30.58,20.2585,21.3517,-0.6311,-0.5135,1.93,43.39,9.765625,6.01733,,0.665,25.8,37.6,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (30.6); MACD Below Signal; Price Below Lower BB; Low P/E (9.8); Analyst buy; High Upside Potential (37.6%),2026-04-05T23:06:04.296735
SBUX,SELL,80,2,4,90.37,-0.07,-2.51,-7.3,33.46,94.519,95.3893,-1.9517,-1.3166,0.79,50.72,75.308334,30.600084,,0.944,99.36364,9.95,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (33.5); MACD Below Signal; High P/E (75.3); Analyst buy,2026-04-05T23:06:04.304450
RGP,BUY,80,4,0,3.68,0.82,0.0,-1.08,55.07,3.657,3.8659,-0.0464,-0.0681,0.62,9.03,,11.999869,,0.432,6.875,86.82,buy,MACD Bullish Crossover; Analyst buy; High Upside Potential (86.8%),2026-04-05T23:06:04.312173
LINE,HOLD,50,2,2,32.93,0.46,-4.01,-12.56,36.76,35.3293,36.5362,-1.3973,-1.0566,0.69,5.81,,-43.615894,,,41.42105,25.79,hold,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (36.8); MACD Below Signal; High Upside Potential (25.8%),2026-04-05T23:06:04.319922
RS,BUY,80,4,1,305.38,-0.59,2.14,-3.89,62.81,299.812,318.0805,-3.2893,-5.338,0.47,47.88,21.82845,15.96663,,0.874,326.75,7.0,buy,RSI Elevated (62.8); MACD Bullish Crossover; Reasonable P/E (21.8); Analyst buy,2026-04-05T23:06:04.327568
NHC,HOLD,50,2,2,162.75,3.03,1.22,3.53,53.77,160.0548,158.116,0.626,0.8948,1.03,86.19,21.219034,378.48837,,0.592,,,none,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover; Reasonable P/E (21.2),2026-04-05T23:06:04.335193
DORM,BUY,80,4,1,100.9,-4.11,-5.66,-22.2,45.61,104.248,116.5662,-3.6356,-4.2819,1.12,3.58,15.195784,10.886042,,0.956,153.375,52.01,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (15.2); High Upside Potential (52.0%),2026-04-05T23:06:04.342841
LYTS,WEAK_BUY,65,3,2,18.51,-1.28,-4.64,-15.75,41.7,19.203,20.8744,-0.5923,-0.5627,0.73,43.17,22.573172,12.678082,,0.316,30.5,64.78,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Reasonable P/E (22.6); Analyst strong_buy; High Upside Potential (64.8%),2026-04-05T23:06:04.350443
WWD,WEAK_BUY,65,3,0,371.78,-1.09,-0.08,-5.65,56.06,366.7135,369.2611,-2.8585,-2.9798,0.86,87.71,46.706028,36.141674,,0.984,421.33334,13.33,strong_buy,MACD Bullish Crossover; Analyst strong_buy,2026-04-05T23:06:04.358124
BGC,BUY,80,4,3,9.98,1.42,5.72,4.17,61.45,9.5225,9.3704,0.1075,0.0731,0.51,73.66,32.193546,6.276729,,0.96,14.5,45.29,strong_buy,Uptrend (price > SMA20 > SMA50); RSI Elevated (61.5); MACD Above Signal; Price Above Upper BB; Analyst strong_buy; High Upside Potential (45.3%),2026-04-05T23:06:04.365887
ANTA,BUY,80,5,1,7.02,8.0,-0.85,-22.77,43.81,7.3368,8.3283,-0.4144,-0.4272,0.52,3.59,9.36,10.8,,,11.33333,61.44,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Low P/E (9.4); High Upside Potential (61.4%),2026-04-05T23:06:04.373508
RYZ,WEAK_BUY,65,3,1,22.18,-1.9,3.79,-20.7,60.75,21.831,25.4366,-0.9629,-1.3213,0.67,26.6,,10.058957,,1.557,27.0,21.73,hold,RSI Elevated (60.8); MACD Bullish Crossover; High Upside Potential (21.7%),2026-04-05T23:06:04.381143
XRN,HOLD,50,2,2,33.24,0.88,0.18,-6.94,49.27,33.8033,34.8572,-0.624,-0.5967,0.91,38.51,,-54.94215,,1.195,42.375,27.48,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst buy; High Upside Potential (27.5%),2026-04-05T23:06:04.388844
FSLR,BUY,80,6,0,195.32,-2.06,0.94,-19.25,49.36,194.7775,213.1266,-5.2302,-6.8314,0.63,46.49,13.735584,7.97916,,1.607,250.56532,28.28,buy,MACD Bullish Crossover; Low P/E (13.7); Analyst buy; High Upside Potential (28.3%),2026-04-05T23:06:04.396525
CECO,BUY,80,4,1,62.18,1.11,0.16,-21.07,63.83,57.597,64.512,-0.4522,-1.3354,0.55,69.54,45.38686,30.067698,,1.409,78.83333,26.78,strong_buy,RSI Elevated (63.8); MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (26.8%),2026-04-05T23:06:04.404239
OC,BUY,80,4,1,105.84,-1.32,-1.97,-19.67,48.95,106.3205,117.9651,-3.0865,-3.8228,0.58,13.43,,8.988314,,1.341,142.0,34.16,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst buy; High Upside Potential (34.2%),2026-04-05T23:06:04.411992
BUG,WEAK_BUY,65,3,1,25.64,1.18,2.07,0.27,41.83,25.849,26.6734,-0.4707,-0.4916,2.06,14.25,31.410183,,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; High Volume + Price Up,2026-04-05T23:06:04.419477
FIGR,BUY,80,4,2,34.51,4.93,10.57,18.51,48.14,33.779,38.5761,-1.2447,-1.737,0.71,17.93,78.431816,26.648647,,,53.125,53.94,buy,MACD Bullish Crossover; High P/E (78.4); Analyst buy; High Upside Potential (53.9%),2026-04-05T23:06:04.427240
UI,SELL,80,1,6,840.9,2.18,0.22,12.07,61.45,784.3885,715.1839,23.8326,25.2777,0.69,97.81,57.477787,44.388725,,1.322,623.5,-25.85,none,Uptrend (price > SMA20 > SMA50); RSI Elevated (61.4); MACD Bearish Crossover; High P/E (57.5); Downside Risk (-25.9%),2026-04-05T23:06:04.434927
AMLX,BUY,80,4,0,14.95,4.18,8.1,6.71,58.76,14.038,14.3353,-0.0619,-0.1343,1.04,82.34,,-12.202289,,-0.213,22.8,52.51,strong_buy,MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (52.5%),2026-04-05T23:06:04.445991
SIGI,BUY,80,4,0,76.92,1.5,4.34,-9.61,52.82,75.8125,81.0955,-1.6354,-2.0833,0.98,23.9,10.269693,8.69521,,0.259,88.42857,14.96,hold,MACD Bullish Crossover; Low P/E (10.3),2026-04-05T23:06:04.454170
RMNI,BUY,80,5,0,3.35,0.9,6.01,-6.69,53.57,3.2845,3.3636,-0.0516,-0.0669,0.46,21.62,8.589744,5.9821424,,1.275,5.95,77.61,none,MACD Bullish Crossover; Low P/E (8.6); High Upside Potential (77.6%),2026-04-05T23:06:04.462336
OBT,BUY,80,6,1,32.4,0.25,0.22,-6.92,66.67,31.6015,32.4069,-0.0014,-0.1196,1.31,67.16,9.729731,8.415585,,0.435,39.0,20.37,strong_buy,RSI Elevated (66.7); MACD Bullish Crossover; Low P/E (9.7); Analyst strong_buy; High Upside Potential (20.4%),2026-04-05T23:06:04.470384
WAL,BUY,80,6,1,72.07,-0.43,1.88,-22.8,63.91,69.649,81.4564,-2.9635,-4.0664,0.51,37.23,8.255442,6.1082845,,1.366,93.6,29.87,buy,RSI Elevated (63.9); MACD Bullish Crossover; Low P/E (8.3); Analyst buy; High Upside Potential (29.9%),2026-04-05T23:06:04.478452
INGN,WEAK_SELL,65,1,2,6.21,-0.96,-3.27,7.25,54.78,6.2405,6.0626,0.0244,0.0333,0.48,22.96,,-20.032257,,1.705,13.0,109.34,none,MACD Bearish Crossover; High Upside Potential (109.3%),2026-04-05T23:06:04.486703
ANIK,WEAK_SELL,65,1,2,14.8,-1.2,1.65,39.23,58.2,14.398,12.2834,0.6004,0.696,0.67,94.8,,37.0,,0.277,17.5,18.24,none,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover,2026-04-05T23:06:04.494949
AWR,WEAK_BUY,65,3,2,77.59,1.85,5.71,7.12,58.75,74.5685,73.5911,0.6749,0.3579,0.78,60.34,23.023739,20.690666,,0.651,,,none,Uptrend (price > SMA20 > SMA50); MACD Above Signal; Price Above Upper BB; Reasonable P/E (23.0),2026-04-05T23:06:04.503166
ST,BUY,80,4,2,34.61,-1.62,-4.92,-9.75,51.57,34.47,35.4075,-0.1402,-0.2058,0.72,79.42,164.80952,8.685527,,1.131,41.92857,21.15,buy,MACD Bullish Crossover; High P/E (164.8); Analyst buy; High Upside Potential (21.1%),2026-04-05T23:06:04.511342
ATR,BUY,80,4,1,126.01,-0.58,0.15,-13.13,44.35,126.911,131.8099,-2.3975,-2.566,0.57,37.31,21.430271,19.716019,,0.488,163.0,29.35,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (21.4); High Upside Potential (29.4%),2026-04-05T23:06:04.519394
AGO,BUY,80,4,2,81.1,0.57,-0.47,-7.84,38.0,82.387,84.3762,-1.2728,-1.2368,0.84,38.29,7.9044833,10.169177,,0.932,105.75,30.39,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (38.0); MACD Below Signal; Low P/E (7.9); High Upside Potential (30.4%),2026-04-05T23:06:04.528806
GEO,BUY,80,5,2,18.42,6.29,5.26,38.91,77.37,16.024,15.6606,0.6359,0.449,0.78,30.18,10.120879,10.348315,,0.686,29.5,60.15,none,Uptrend (price > SMA20 > SMA50); RSI Overbought (77.4); MACD Above Signal; Low P/E (10.1); High Upside Potential (60.2%),2026-04-05T23:06:04.536572
RIVN,WEAK_SELL,65,0,1,15.4,3.08,-1.41,0.85,53.87,15.4825,15.3184,-0.1656,-0.1369,0.69,40.34,,-7.992236,,1.691,18.16,17.92,hold,MACD Below Signal,2026-04-05T23:06:04.544458
CGTX,HOLD,50,2,2,0.868,-2.58,-21.8,-16.54,41.83,1.0122,1.0837,-0.0794,-0.0557,0.99,17.9,,-2.8933332,,1.395,3.5,303.23,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst strong_buy; High Upside Potential (303.2%),2026-04-05T23:06:04.552498
BHFAL,WEAK_BUY,65,2,0,16.9,1.08,1.32,-4.02,56.22,16.7525,17.1985,-0.168,-0.1979,0.36,14.53,,,,,,,none,MACD Bullish Crossover,2026-04-05T23:06:04.560325
IOT,WEAK_SELL,65,1,2,32.26,1.32,1.29,20.42,53.11,32.502,29.7208,0.3949,0.5906,0.46,35.48,,38.04559,,1.497,44.17143,36.92,none,MACD Bearish Crossover; High Upside Potential (36.9%),2026-04-05T23:06:04.568446
TIC,HOLD,50,2,2,6.95,1.76,-5.7,-28.94,44.83,7.5555,8.9034,-0.6431,-0.6283,1.18,6.87,,11.994546,,1.173,10.14286,45.94,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst buy; High Upside Potential (45.9%),2026-04-05T23:06:04.576464
NVR,BUY,80,4,1,6663.1401,-0.02,1.69,-12.1,60.71,6577.183,7211.9704,-169.711,-221.9641,0.73,15.63,15.267024,14.755655,,1.072,8004.4,20.13,none,RSI Elevated (60.7); MACD Bullish Crossover; Reasonable P/E (15.3); High Upside Potential (20.1%),2026-04-05T23:06:04.584420
WSC,BUY,80,4,1,17.39,-1.31,-6.76,-23.51,45.02,18.054,20.0077,-0.8353,-0.8712,0.82,14.61,,13.32618,,1.164,24.38889,40.25,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst buy; High Upside Potential (40.2%),2026-04-05T23:06:04.592596
CRDO,SELL,80,3,4,101.45,5.77,-2.37,-18.23,37.48,104.825,114.1102,-5.935,-5.7975,0.71,39.17,55.741756,21.47308,,2.72,199.375,96.53,strong_buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (37.5); MACD Below Signal; High P/E (55.7); Analyst strong_buy; High Upside Potential (96.5%),2026-04-05T23:06:04.600785
ZD,SELL,80,1,4,43.19,2.32,-0.62,37.59,72.55,41.914,37.1892,1.7501,2.0001,0.59,73.81,37.556522,5.7434807,,1.067,43.42857,0.55,none,Uptrend (price > SMA20 > SMA50); RSI Overbought (72.6); MACD Bearish Crossover,2026-04-05T23:06:04.608973
SXI,SELL,80,2,4,257.7,-0.92,-0.91,-0.03,54.1,256.216,253.8952,0.4762,0.6177,1.32,90.73,57.78027,24.628872,,1.108,276.8,7.41,strong_buy,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover; High P/E (57.8); Analyst strong_buy,2026-04-05T23:06:04.617224
NVST,WEAK_BUY,65,3,2,25.81,-0.35,-1.26,-11.37,57.96,25.6215,26.5268,-0.4067,-0.4299,0.57,71.54,92.178566,16.55336,,0.985,28.66667,11.07,buy,MACD Bullish Crossover; High P/E (92.2); Analyst buy,2026-04-05T23:06:04.625507
BMRN,BUY,80,4,1,55.5,-3.04,-0.16,-13.39,38.86,56.8515,58.3736,-1.0468,-1.1427,1.06,30.54,30.833334,8.241758,,0.291,88.86957,60.13,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (38.9); MACD Bullish Crossover; High Upside Potential (60.1%),2026-04-05T23:06:04.633624
ANSCU,WEAK_SELL,65,0,2,11.1,0.0,0.0,0.0,,11.1,11.1,0.002,0.0029,0.0,30.43,,,,-0.042,,,none,MACD Bearish Crossover,2026-04-05T23:06:04.641620
WKC,WEAK_BUY,65,2,1,23.45,1.69,2.44,-5.28,66.06,22.9999,24.7731,-0.433,-0.6118,0.8,16.23,,9.5844555,,1.124,27.33333,16.56,none,RSI Elevated (66.1); MACD Bullish Crossover,2026-04-05T23:06:04.649770
ALGN,WEAK_SELL,65,1,2,170.6,-1.23,-5.36,-10.22,55.76,172.8525,176.8918,-1.8621,-1.5065,0.86,56.31,30.19469,13.881318,,1.811,201.6923,18.23,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst buy,2026-04-05T23:06:04.658002
BHFAM,BUY,80,4,0,11.45,1.33,4.85,-6.7,53.11,11.2231,11.6491,-0.175,-0.2153,0.23,22.75,0.9080815,,,0.924,,,none,MACD Bullish Crossover; Low P/E (0.9),2026-04-05T23:06:04.666200
CVSA,BUY,80,5,2,117.9,1.06,1.66,22.0,81.09,109.0355,105.3476,3.7543,2.7939,0.39,44.64,17.363771,13.458904,,0.629,153.25,29.98,strong_buy,Uptrend (price > SMA20 > SMA50); RSI Overbought (81.1); MACD Above Signal; Reasonable P/E (17.4); Analyst strong_buy; High Upside Potential (30.0%),2026-04-05T23:06:04.674535
EMBC,BUY,80,5,1,8.85,0.68,-1.67,-16.32,51.83,8.9195,9.758,-0.3029,-0.3574,1.27,5.37,3.7500002,3.0729167,,1.101,16.66667,88.32,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Low P/E (3.8); High Upside Potential (88.3%),2026-04-05T23:06:04.682718
GBTG,BUY,80,4,0,5.56,0.18,2.77,2.39,50.0,5.529,5.7522,-0.0804,-0.1173,0.61,16.42,25.272728,9.8167305,,0.751,9.51429,71.12,strong_buy,MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (71.1%),2026-04-05T23:06:04.690867
ANTX,WEAK_SELL,65,2,3,3.27,-5.22,-10.66,214.42,18.25,4.169,2.3423,0.2814,0.4946,0.29,38.41,,-4.0875,,-1.319,1.0,-69.42,none,RSI Oversold (18.3); MACD Bearish Crossover; Downside Risk (-69.4%),2026-04-05T23:06:04.698822
STZ,BUY,80,4,0,151.2,0.07,-0.24,-3.33,53.97,150.602,155.0941,-0.7569,-0.9304,0.96,35.13,23.736263,12.237346,,0.432,172.36365,14.0,buy,MACD Bullish Crossover; Reasonable P/E (23.7); Analyst buy,2026-04-05T23:06:04.706856
MCS,HOLD,50,4,4,17.86,3.24,5.31,9.53,82.11,16.53,16.1333,0.3171,0.1931,0.95,84.2,43.560978,33.074074,,0.538,23.25,30.18,strong_buy,Uptrend (price > SMA20 > SMA50); RSI Overbought (82.1); MACD Above Signal; Price Above Upper BB; Analyst strong_buy; High Upside Potential (30.2%),2026-04-05T23:06:04.714996
MIAX,WEAK_BUY,65,3,1,40.17,2.03,4.31,-0.89,61.13,39.2185,40.6242,-0.5365,-0.6757,1.18,50.74,,23.654457,,,50.0,24.47,none,RSI Elevated (61.1); MACD Bullish Crossover; High Upside Potential (24.5%),2026-04-05T23:06:04.723178
SEG,BUY,80,4,0,22.02,2.61,5.51,7.31,57.94,21.338,21.0484,-0.0004,-0.0269,0.28,43.27,,39.32143,,,30.0,36.24,none,Uptrend (price > SMA20 > SMA50); MACD Bullish Crossover; High Upside Potential (36.2%),2026-04-05T23:06:04.731299
EU,BUY,80,4,0,1.9,-0.52,2.15,-27.48,42.57,1.8905,2.4296,-0.1607,-0.1956,0.44,26.92,,-6.6046524,,1.34,4.045241,112.91,strong_buy,MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (112.9%),2026-04-05T23:06:04.739456
MLAB,SELL,80,2,4,91.08,2.96,8.95,-2.29,74.19,82.593,86.4569,0.1488,-1.1197,0.84,47.04,140.12308,16.89796,,0.894,104.5,14.73,none,RSI Overbought (74.2); MACD Bullish Crossover; High P/E (140.1),2026-04-05T23:06:04.747475
TXG,WEAK_BUY,65,3,1,22.33,1.27,6.79,18.27,64.65,19.723,20.0432,0.3617,-0.0073,0.5,92.67,,133.97733,,2.172,20.15385,-9.75,buy,RSI Elevated (64.7); MACD Bullish Crossover; Analyst buy,2026-04-05T23:06:04.755603
ABX,BUY,80,4,3,8.09,4.25,-9.0,-7.22,22.68,9.1355,8.7104,-0.2859,-0.077,0.96,58.8,22.472221,7.2232146,,-0.046,13.7,69.34,none,Strong Downtrend (below both SMAs); RSI Oversold (22.7); MACD Below Signal; Reasonable P/E (22.5); High Upside Potential (69.3%),2026-04-05T23:06:04.763760
BBGI,WEAK_SELL,65,1,2,3.21,-5.31,-13.24,-25.17,33.52,3.6355,4.1736,-0.2471,-0.2387,0.12,0.04,,-1.07,,0.342,,,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (33.5); MACD Below Signal,2026-04-05T23:06:04.771821
COMP,WEAK_BUY,65,3,2,7.07,-1.53,-10.73,-31.36,35.83,7.992,9.9566,-0.7669,-0.7654,0.66,17.05,,8.203759,,2.63,14.08333,99.2,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (35.8); MACD Below Signal; Analyst buy; High Upside Potential (99.2%),2026-04-05T23:06:04.779873
MTX,WEAK_BUY,65,3,0,69.3,-2.98,-1.25,-3.9,52.8,68.6715,69.7046,0.2519,-0.029,0.84,76.71,,9.878832,,1.194,87.25,25.9,none,MACD Bullish Crossover; High Upside Potential (25.9%),2026-04-05T23:06:04.787929
TEAD,WEAK_BUY,65,3,0,0.704,-1.26,9.49,-18.61,43.42,0.7005,0.7229,-0.0217,-0.0232,0.1,5.09,,-1.2357895,,1.317,1.0,42.05,hold,MACD Bullish Crossover; High Upside Potential (42.0%),2026-04-05T23:06:04.795823
HCKT,WEAK_BUY,65,3,1,13.31,3.1,5.97,-3.79,44.25,13.3502,14.6953,-0.4954,-0.6021,1.03,7.03,28.934784,7.5197744,,1.049,23.66667,77.81,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; High Upside Potential (77.8%),2026-04-05T23:06:04.803744
SFST,HOLD,50,4,4,55.25,0.55,3.66,-9.01,77.35,53.0255,55.6858,-0.2389,-0.6778,1.59,79.04,14.85215,8.6328125,,0.739,64.0,15.84,none,RSI Overbought (77.3); MACD Bullish Crossover; Price Above Upper BB; Low P/E (14.9),2026-04-05T23:06:04.811511
INSW,BUY,80,5,2,75.38,4.36,7.27,15.19,73.35,69.7259,65.4484,2.0019,1.7601,0.72,93.73,12.099518,17.09642,,-0.218,75.2,-0.24,strong_buy,Uptrend (price > SMA20 > SMA50); RSI Overbought (73.4); MACD Above Signal; Low P/E (12.1); Analyst strong_buy,2026-04-05T23:06:04.819453
WASH,HOLD,50,4,4,33.68,0.75,3.3,-4.69,77.56,32.2841,33.2161,0.0215,-0.1774,0.82,71.55,12.428044,9.349349,,0.817,35.0,3.92,none,RSI Overbought (77.6); MACD Bullish Crossover; Price Above Upper BB; Low P/E (12.4),2026-04-05T23:06:04.827431
CROX,WEAK_BUY,65,3,2,83.66,0.12,4.46,-16.37,70.23,80.6425,85.655,-1.1456,-1.9703,0.76,21.06,,5.90219,,1.539,102.90909,23.01,none,RSI Overbought (70.2); MACD Bullish Crossover; High Upside Potential (23.0%),2026-04-05T23:06:04.835400
COPP,BUY,80,4,0,36.2,-1.12,3.58,-12.83,52.73,35.3412,39.0235,-1.1991,-1.5623,0.26,64.9,13.621917,,,,,,none,MACD Bullish Crossover; Low P/E (13.6),2026-04-05T23:06:04.843148
CCIXU,SELL,80,2,4,10.85,3.33,3.33,3.33,100.0,10.5175,10.5822,0.0134,-0.0148,0.14,19.12,,,,,,,none,RSI Overbought (100.0); MACD Bullish Crossover; Price Above Upper BB,2026-04-05T23:06:04.850902
FSBC,BUY,80,5,1,38.31,0.55,2.43,-6.01,67.7,37.197,38.7652,-0.1858,-0.4042,0.6,80.29,13.210345,9.743134,,0.515,42.8,11.72,buy,RSI Elevated (67.7); MACD Bullish Crossover; Low P/E (13.2); Analyst buy,2026-04-05T23:06:04.858740
NVTS,WEAK_SELL,65,1,3,8.8,3.04,-7.17,11.68,39.45,9.1325,9.011,-0.1525,-0.0644,0.51,44.64,,-62.51332,,3.141,8.15,-7.39,none,Strong Downtrend (below both SMAs); RSI Near Oversold (39.4); MACD Below Signal,2026-04-05T23:06:04.866611
AMAT,WEAK_BUY,65,3,2,348.47,-1.51,-5.65,-7.17,52.76,347.4915,345.7126,-0.4189,1.0265,0.55,82.56,35.70389,25.03846,,1.637,418.28125,20.03,buy,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover; Analyst buy; High Upside Potential (20.0%),2026-04-05T23:06:04.874576
TTMI,SELL,80,1,4,97.48,0.41,-9.74,-9.68,55.47,96.191,98.2464,-0.2123,0.0466,0.41,83.64,58.023815,21.71047,,1.76,118.5,21.56,none,MACD Bearish Crossover; High P/E (58.0); High Upside Potential (21.6%),2026-04-05T23:06:04.882544
CORO,WEAK_BUY,65,3,0,32.43,-0.83,0.61,-6.29,53.65,32.1889,33.1309,-0.3302,-0.4078,0.85,70.59,17.151892,,,,,,none,MACD Bullish Crossover; Reasonable P/E (17.2),2026-04-05T23:06:04.890230
SIBN,BUY,80,4,0,13.12,0.85,1.63,-15.25,51.44,13.098,14.721,-0.6375,-0.7617,1.13,9.96,,-34.396873,,0.768,26.0,98.17,strong_buy,MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (98.2%),2026-04-05T23:06:04.898011
KIDS,HOLD,50,2,2,16.06,-1.41,-1.05,-5.31,36.14,16.7615,17.1368,-0.4584,-0.3954,0.72,13.08,,-23.107914,,1.161,24.88889,54.97,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (36.1); MACD Below Signal; High Upside Potential (55.0%),2026-04-05T23:06:04.905804
QXO,BUY,80,4,1,19.03,-1.4,-6.99,-25.49,43.67,20.1,22.4524,-1.0441,-1.0512,0.84,45.14,,29.128145,,2.466,32.375,70.13,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (70.1%),2026-04-05T23:06:04.913738
ASTC,HOLD,50,1,1,3.98,-10.56,76.89,42.14,67.57,2.808,2.9386,0.3538,0.0837,0.27,33.83,,-5.852941,,-0.118,,,none,RSI Elevated (67.6); MACD Above Signal,2026-04-05T23:06:04.921592
HDSN,BUY,80,5,1,5.84,0.86,-6.11,-20.87,52.15,5.9495,6.7298,-0.2496,-0.2727,0.8,13.01,15.783784,12.977778,,0.983,9.0,54.11,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (15.8); Analyst buy; High Upside Potential (54.1%),2026-04-05T23:06:04.929544
